index,text,paraphrased_text
3231,"between the panes. The dogs run over, push my legs ",['The dogs push my legs.']
3232,"with their long snouts, paw at the door. On those ",['They pawed at the door.']
3233,good mornings I let them out But today the glass ,"['Good mornings, I let them out.']"
3234,"is hot, threatening to blister my fingers. The hills are ",['The hills are very hot.']
3235,crested with flames which span the ridge in a flickering ,['The ridge was crested with flames.']
3236,"wall. The air is thick with grey particulate, the pool ",['The air is thick with grey particulate.']
3237,"a vile slurry, the sky an unsettling orange. The dogs ",['The sky was orange.']
3238,bark and whine Mom is in the kitchen. I hear ,['Mom is in the kitchen.']
3239,the coffee grinder whir just as the electric kettle clicks ,['The electric kettle clicks as the coffee grinder whirs.']
3240,off The hills are burning I get as close to ,['I get as close as possible to the burning hills.']
3241,the glass as I dare. A thin tendril of fire ,['A small fire in the glass.']
3242,breaks off slithers toward our fence. It’s hundreds of feet ,['It is hundreds of feet away from our fence.']
3243,away Iam not worried yet The bell rings and I ,"['I am not worried yet, the bell rings.']"
3244,join the stream of students flowing through the wind tunnel ,['Students are flowing through a wind tunnel.']
3245,"masquerading as a hall. We fight against the fans, making ",['We fight against the fans.']
3246,our slow way to the cafeteria. The roaring air filters ,['The cafeteria has air filters.']
3247,make conversation impossible as we’re blasted cold air that carries ,"[""We're blasted cold air that makes conversation impossible.""]"
3248,"only a faint, throat drying reek of smoke The food ",['The food smells like smoke.']
3249,line starts outside of the cafeteria. I stand in it ,['There is a line outside of the cafeteria.']
3250,"for a few minutes, watching classmates throw pens and trash ","['For a few minutes, watching classmates.']"
3251,and shout over each other and the air filters. I ,['Shout over each other with the air filters.']
3252,"don’t want to deal with this today, so I decide ",['I decided not to deal with this today.']
3253,on lunch from the vending machines. Again. They’re on the ,['They are on their lunch break from the vending machines.']
3254,"other side of the school, which is, you know, really ","['You know, the other side of the school.']"
3255,great and convenient for me When I finally get over ,"[""It's convenient for me when I get over.""]"
3256,"there, I dig a few coins out of my backpack. ",['I take a few coins out of my backpack.']
3257,"It’s not much. Definitely enough to get a Shasta, which ",['It is enough to get a Shasta.']
3258,is only 35 cents. I’ve never seen Shasta anywhere else. ,['It is only 35 cents.']
3259,The can-shaped plastic buttons are scratched and fogged over so ,['The buttons are scratched and fogged over.']
3260,it’s impossible to see what you’re getting I push my ,"[""I can't see what you're getting.""]"
3261,"loose change into the machine and push a button, hoping ",['Change into the machine and push a button.']
3262,for the best. A can clatters out. Diet Chocolate. Putting ,['For the best.']
3263,"aside the question of why anyone thought chocolate, much less ",['There is much less to the question of why anyone thought chocolate.']
3264,"diet chocolate, was a good soda flavor, I see if ",['diet chocolate was a good soda flavor.']
3265,I can afford something to eat. I scrounge for more ,['I scrounge for money to eat.']
3266,"change, but all I find is an old bus token ",['I only find an old bus token.']
3267,covered in fuzz and eraser shavings. I didn’t even know ,"[""I didn't know it was covered in fuzz.""]"
3268,bus tokens still existed. There go my plans of an ,['The bus token still existed.']
3269,exotic charcuterie of diet chocolate soda and cheezy nips I ,['The diet chocolate soda and cheezy nips are exotic.']
3270,hear footsteps and loud voices and cringe at the overt ,['Loud voices and footsteps can be heard at the overt.']
3271,"boyishness of it all, hoping it’s no one I know. ",['I hope it is no one I know.']
3272,"Or who knows me So of course it’s Killian, laughing ","['I know who it is, laughing.']"
3273,"like an idiot, with some other guys from whatever sports ",['It was like an idiot with some other guys.']
3274,team he’s on. When our eyes meet he stops laughing. ,['He stops laughing when our eyes meet.']
3275,He smiles. Their masks are mostly hanging off one ear ,['Their masks are mostly hanging off one ear.']
3276,or around their necks but once they see me they ,['They see me when they see their neck.']
3277,start pulling them back up I move aside so the ,['I move aside as I pull them back up.']
3278,guys can use the machines. The sound of the coil ,['Guys can use machines.']
3279,"turning, the bag of chips falling, the plastic flap opening ",['The bag of chips is falling.']
3280,and slapping shut. It all makes me hungry. Maybe I ,['It makes me hungry.']
3281,should have stayed in the cafeteria I’ve called my mom ,['I called my mom and said that I should have stayed in the cafeteria.']
3282,like a million times and she’s not answering. I think ,['I think she has answered a million times.']
3283,about trying my dad and realize I don’t have his ,"[""I want to try my dad and realize I don't have him.""]"
3284,"number. Maybe the school does, but I doubt it. Almost ","[""I don't think the school does.""]"
3285,"everyone is gone by now, people who have their own ",['People who have their own are gone.']
3286,cars or friends with cars or parents who remember they ,['People with cars or parents who remember them.']
3287,"exist. I know my mom knows I exist, I’m not ",['I know my mom knows I exist.']
3288,saying she doesn’t. But sometimes it feels like she doesn’t ,"[""Sometimes it feels like she doesn't.""]"
3289,"know I’m present And great, who comes down the hallway ",['I know who comes down the hallway.']
3290,"but Killian. I hate how I can recognize his footsteps, ","[""I don't like how I can recognize his footsteps.""]"
3291,who does that? I stare out the narrow window of ,['I look out the window.']
3292,the front doors. A tree across the street is lit ,['There are front doors.']
3293,up like a torch. It’s blackened trunk cracks under the ,['It is like a torch.']
3294,"flames He laughs and it makes me feel weird. Like, ",['It makes me feel weird.']
3295,I’m trying to be mean but it doesn’t work on ,"[""I'm trying to be mean, but it doesn't work.""]"
3296,him and now I feel like a bitch for no ,['I feel like a bitch now.']
3297,reason. He backs up and I turn around to face ,['I turn around to face him after he backs up.']
